Value,Day sin,Day cos,Year sin,Year cos
-1.4196397650588026,-8.504190557244747e-12,1.4141687172441804,-0.07001804758214736,1.5672264630963264
-1.5980518387809217,0.3660137969955727,1.365982086720369,-0.0690143172403442,1.5672148261539736
-1.6754289855814728,0.7070843586196216,1.2247060343721377,-0.06801059524280231,1.5672024470939876
-1.6802464163053643,0.9999682896979488,0.9999682897125333,-0.06700688210521097,1.567189325922728
-1.7503281005379823,1.2247060343618257,0.707084358637484,-0.06600317834325482,1.5671754626469372
-1.8125224760527363,1.365982086715032,0.3660137970154958,-0.06499948447261374,1.5671608572737363
-1.7627237014259423,1.4141687172441828,1.2121605279129429e-11,-0.0639958010089625,1.5671455098106304
-1.6480825321048214,1.3659820867159833,-0.36601379701195663,-0.06299212846797055,1.5671294202655042
-1.4042771596101113,1.2247060343739526,-0.7070843586164902,-0.0619884673653017,1.567112588646624
-1.1363778961930115,0.9999682897150992,-0.9999682896953939,-0.0609848182166139,1.567095014962638
-0.880177181937377,0.7070843586228044,-1.2247060343703111,-0.05998118153755896,1.5670766992225744
-0.7569861160676673,0.3660137970190004,-1.3659820867141024,-0.05897755784370268,1.5670576414358426
-0.8456254421012755,1.5749921402314998e-11,-1.4141687172441912,-0.05797394765084296,1.5670378416122366
-0.9444437963579974,-0.36601379700845166,-1.36598208671693,-0.05697035147453202,1.5670172997619278
-0.9145325034802873,-0.7070843586133472,-1.2247060343757736,-0.05596676983039443,1.5669960158954706
-0.7242651087400002,-0.9999682896928267,-0.9999682897176707,-0.05496320323404732,1.5669739900237991
-0.35499560801691427,-1.2247060343684946,-0.7070843586259519,-0.05395965220110008,1.5669512221582307
-0.28059427609631415,-1.36598208671316,-0.3660137970225097,-0.0529561172471541,1.5669277123104621
-0.38872746991151724,-1.4141687172441872,1.1963543900837406e-12,-0.05195259888780252,1.566903460492573
-0.6254744810761168,-1.3659820867178643,0.36601379700494285,-0.05094909763862995,1.5668784667170228
-0.807716711515456,-1.2247060343775822,0.7070843586102007,-0.0499456140152122,1.566852730996653
-0.8755196325946187,-0.9999682897056786,0.9999682897048079,-0.048942148533116035,1.566826253344686
-1.1207761164902097,-0.7070843586290874,1.224706034366675,-0.04793870170789889,1.566799033774725
-1.4023453675576871,-0.36601379702600756,1.365982086712215,-0.046935274055108625,1.5667710723007555
-1.5885289202126356,-2.425331708162291e-12,1.4141687172441804,-0.04593186609028325,1.5667423689371431
-1.6897229511342293,0.36601379700144443,1.3659820867187955,-0.04492847832887107,1.5667129236986328
-1.7033424090126117,0.7070843586070642,1.2247060343793876,-0.043925111286548746,1.566682736600357
-1.6360631836729462,0.9999682897022473,0.9999682897082348,-0.04292176547874359,1.566651807657823
-1.5923163209689368,1.224706034364865,0.7070843586322196,-0.04191844142095151,1.5666201368869224
-1.4693540642719023,1.365982086711279,0.36601379702950176,-0.04091513962865733,1.5665877243039255
-1.2885512845168303,1.4141687172441828,6.04274643004697e-12,-0.039911860617334365,1.5665545699254855
